0X04FF00 0X1C
0X04FF7B 0X00
0X04FF7C 0X5D
0X04FF7D 0X76
0X04FF7E 0X02
0X04FF7F 0XA9
0X04FF80 0X02
0X04FF81 0XCA
0X04FF82 0XA3
0X04FF83 0X05
0X04FF84 0X82
0X04FF85 0X1D
0X04FF86 0XE4
0X04FF87 0X69
0X04FF88 0XA4
0X04FF89 0X02
0X04FF8A 0X36
0X04FF8B 0X6C
0X04FF8C 0X71
0X04FF8D 0X6A
0X04FF8E 0XD3
0X04FF8F 0XF0
0X04FF90 0XB6
0X04FF91 0X61
0X04FF92 0X57
0X04FF93 0X4B
0X04FF94 0XC3
0X04FF95 0X79
0X04FF96 0X7E
0X04FF97 0X84
0X04FF98 0X7F
0X04FF99 0XE4
0X04FF9A 0XE7
0X04FF9B 0X7C
0X04FF9C 0X5B
0X04FF9D 0X04
0X04FF9E 0XB3
0X04FF9F 0XC1
0X04FFA0 0X2D
0X04FFA1 0X25
0X04FFA2 0X7E
0X04FFA3 0X45
0X04FFA4 0X2A
0X04FFA5 0X82
0X04FFA6 0X15
0X04FFA7 0XD4
0X04FFA8 0X2D
0X04FFA9 0X5B
0X04FFAA 0X32
0X04FFAB 0XB7
0X04FFAC 0XF1
0X04FFAD 0X8A
0X04FFAE 0X9A
0X04FFAF 0XBA
0X04FFB0 0XBC
0X04FFB1 0X6A
0X04FFB2 0X2D
0X04FFB3 0X0B
0X04FFB4 0X2E
0X04FFB5 0X68
0X04FFB6 0X81
0X04FFB7 0X56
0X04FFB8 0X02
0X04FFB9 0X9E
0X04FFBA 0X60
0X04FFBB 0X0D
0X04FFBC 0X16
0X04FFBD 0X4F
0X04FFBE 0XA5
0X04FFBF 0X02
0X04FFC0 0XDB
0X04FFC1 0XDF
0X04FFC2 0XCE
0X04FFC3 0X80
0X04FFC4 0XAF
0X04FFC5 0X01
0X04FFC6 0XE8
0X04FFC7 0X02
0X04FFC8 0X1B
0X04FFC9 0XB0
0X04FFCA 0XE6
0X04FFCB 0X30
0X04FFCC 0X49
0X04FFCD 0XC9
0X04FFCE 0XCD
0X04FFCF 0X0F
0X04FFD0 0X7E
0X04FFD1 0XB6
0X04FFD2 0XC4
0X04FFD3 0XE6
0X04FFD4 0XBB
0X04FFD5 0XED
0X04FFD6 0XA4
0X04FFD7 0X6D
0X04FFD8 0XB1
0X04FFD9 0XE4
0X04FFDA 0XDA
0X04FFDB 0X90
0X04FFDC 0XD5
0X04FFDD 0X5A
0X04FFDE 0X4A
0X04FFDF 0X18
0X04FFE0 0X8A
0X04FFE1 0X02
0X04FFE2 0X03
0X04FFE3 0X51
0X04FFE4 0X58
0X04FFE5 0X05
0X04FFE6 0XE1
0X04FFE7 0XC5
0X04FFE8 0X86
0X04FFE9 0X47
0X04FFEA 0XAA
0X04FFEB 0XCC
0X04FFEC 0XC9
0X04FFED 0X8F
0X04FFEE 0XCF
0X04FFEF 0X3F
0X04FFF0 0X70
0X04FFF1 0XFC
0X04FFF2 0XC6
0X04FFF3 0XA0
0X04FFF4 0XDD
0X04FFF5 0XB7
0X04FFF6 0X17
0X04FFF7 0X42
0X04FFF8 0X55
0X04FFF9 0X5E
0X04FFFA 0X4F
0X04FFFB 0XC8
0X04FFFC 0X02
0X04FFFD 0X6D
0X04FFFE 0X3F
0X04FFFF 0X32
